,MonthlyCharges,TotalCharges,Churn,Age,customer lifetime value,gender_Female,gender_Male,InternetService_DSL,InternetService_Fiber optic,InternetService_No,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_1 - 12,tenure_group_13 - 24,tenure_group_25 - 36,tenure_group_37 - 48,tenure_group_49 - 60,tenure_group_61 - 72
580,19.0,233.55,1,80,50.64737242955065,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
581,75.3,75.3,1,68,200.72353389185068,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
582,89.2,346.2,1,71,237.77608530083776,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
583,19.0,19.0,0,74,50.64737242955065,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
584,20.0,61.7,0,69,53.313023610053314,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
585,85.7,85.7,1,70,228.44630616907844,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
586,63.25,3342.45,0,73,168.60243716679358,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
587,20.1,85.1,0,73,53.57958872810358,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
588,99.15,7422.1,0,65,264.2993145468393,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
589,90.4,6668.05,0,65,240.974866717441,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
590,111.9,8071.05,0,67,298.2863670982483,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
591,24.9,1174.8,0,72,66.37471439451636,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
592,83.5,5435.0,0,68,222.58187357197258,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
593,84.3,2438.6,0,77,224.71439451637468,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
594,45.6,45.6,0,71,121.55369383092155,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
595,61.65,713.75,1,75,164.33739527798932,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
596,54.85,916.15,0,70,146.2109672505712,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
597,65.55,237.2,0,77,174.7334348819497,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
598,90.35,4614.55,0,76,240.84158415841583,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
599,20.4,1414.45,0,67,54.379284082254365,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
600,74.55,1170.5,0,67,198.7242955064737,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
601,19.95,47.7,0,71,53.179741051028174,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
602,74.25,4859.25,0,66,197.92460015232294,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
603,108.65,4903.2,0,75,289.6230007616146,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
604,109.55,3608.0,0,78,292.022086824067,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
605,86.65,6094.25,0,74,230.97867479055597,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
606,81.0,3084.9,0,75,215.9177456207159,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
607,47.85,2356.75,0,71,127.55140898705254,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
608,114.55,8306.05,0,66,305.3503427265803,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
609,105.25,6786.4,1,79,280.55978674790555,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
610,29.95,248.95,1,69,79.83625285605483,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
611,65.0,663.05,1,70,173.26732673267327,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
612,20.55,1357.1,0,69,54.77913175932977,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
613,109.8,4860.35,0,68,292.68849961919267,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
614,69.5,3418.2,0,66,185.26275704493526,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
615,48.85,631.4,0,67,130.21706016755522,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
616,25.25,186.3,0,69,67.3076923076923,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
617,102.85,6976.75,0,73,274.16222391469915,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
618,87.55,4884.85,0,74,233.37776085300837,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
619,78.55,522.95,0,70,209.38690022848436,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
620,34.55,362.6,0,73,92.09824828636708,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
621,92.05,5755.8,0,79,245.37319116527036,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
622,85.05,3355.65,0,74,226.7136329017517,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
623,19.7,406.95,0,74,52.513328255902515,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
624,20.0,137.6,1,68,53.313023610053314,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
625,95.15,2395.7,0,75,253.6367098248286,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
626,84.25,1968.1,0,77,224.58111195734955,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
627,104.6,6819.45,0,75,278.8271134805788,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
628,111.65,7943.45,0,78,297.6199543031226,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
629,90.05,4547.25,1,73,240.041888804265,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
630,110.75,4687.9,1,75,295.2208682406702,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
631,55.0,2473.95,0,66,146.6108149276466,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
632,89.85,6562.9,0,67,239.50875856816447,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
633,20.35,176.3,0,67,54.246001523229246,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
634,54.55,2236.2,0,68,145.4112718964204,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
635,105.5,6985.65,1,79,281.2261995430312,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
636,99.45,3109.9,0,71,265.0990099009901,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
637,70.9,4911.35,0,69,188.994668697639,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
638,104.55,5794.65,1,70,278.6938309215537,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
639,85.25,855.3,1,72,227.24676313785224,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
640,25.4,1620.2,0,71,67.7075399847677,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
641,56.15,2499.3,1,68,149.67631378522466,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
642,89.55,89.55,1,74,238.70906321401367,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
643,89.85,4287.2,0,69,239.50875856816447,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
644,25.25,394.85,0,76,67.3076923076923,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
645,94.55,1899.65,1,79,252.03731911652702,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
646,45.7,45.7,1,80,121.82025894897183,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
647,69.65,3442.15,0,75,185.66260472201066,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
648,89.5,161.5,1,70,238.57578065498853,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
649,70.0,1732.6,0,76,186.5955826351866,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
650,69.55,222.3,1,67,185.39603960396036,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
651,74.6,74.6,1,77,198.8575780654988,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
652,20.1,655.3,0,80,53.57958872810358,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
653,24.8,475.25,0,79,66.10814927646611,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
654,19.65,164.3,1,79,52.380045696877374,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
655,95.1,865.1,0,66,253.50342726580345,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
656,88.85,6132.7,0,65,236.8431073876618,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
657,78.8,3597.5,0,73,210.05331302361006,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
658,19.85,35.9,1,69,52.91317593297792,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
659,20.35,697.65,0,78,54.246001523229246,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
660,24.25,96.05,1,78,64.64204112718964,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
661,45.25,428.7,0,76,120.62071591774561,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
662,20.05,20.05,0,71,53.44630616907845,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
663,69.55,4459.15,0,72,185.39603960396036,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
664,19.5,1167.6,0,70,51.980198019801975,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
665,74.75,238.1,0,71,199.25742574257424,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
666,69.65,145.15,1,74,185.66260472201066,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
667,30.2,1453.1,0,75,80.5026656511805,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
668,45.65,191.05,1,65,121.68697638994666,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
669,57.8,4039.3,0,80,154.07463823305406,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
670,19.85,1039.45,0,76,52.91317593297792,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
671,25.55,1336.1,0,73,68.1073876618431,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
672,75.05,75.05,1,67,200.05712109672504,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
673,24.85,493.4,0,66,66.24143183549124,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
674,49.15,2550.9,1,65,131.01675552170602,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
675,110.35,7246.15,0,76,294.15460776846913,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
676,24.55,1203.95,0,79,65.44173648134044,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
677,34.7,62.25,1,76,92.4980959634425,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
678,107.95,313.6,0,77,287.75704493526274,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
679,81.4,3775.85,0,71,216.98400609291699,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
680,80.0,80.0,1,75,213.25209444021326,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
681,73.8,4616.05,0,75,196.7250571210967,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
682,64.4,195.65,0,71,171.66793602437167,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
683,103.75,4188.4,0,72,276.56130997715155,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
684,71.1,71.1,0,76,189.5277989337395,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
685,49.9,49.9,0,70,133.015993907083,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
686,24.6,1266.4,0,73,65.57501904036558,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
687,49.25,91.1,1,78,131.28332063975628,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
688,30.1,1623.4,0,74,80.23610053313024,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
689,83.4,4149.45,0,73,222.31530845392234,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
690,20.45,20.45,0,69,54.51256664127951,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
691,75.25,2344.5,0,73,200.59025133282557,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
692,20.55,1013.05,0,79,54.77913175932977,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
693,75.1,270.7,1,72,200.19040365575017,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
694,20.05,417.0,0,75,53.44630616907845,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
695,20.65,20.65,0,68,55.04569687738004,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
696,85.15,6316.2,0,66,226.980198019802,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
697,50.15,168.15,1,74,133.68240670220865,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
698,84.95,4018.05,0,78,226.4470677837014,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
699,66.5,4811.6,0,73,177.26580350342726,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
700,63.3,4189.7,0,79,168.73571972581874,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
701,83.15,2848.45,0,69,221.64889565879665,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
702,84.9,2516.2,0,68,226.3137852246763,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
703,20.55,33.6,0,70,54.77913175932977,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
704,49.25,208.45,0,69,131.28332063975628,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
705,79.85,2015.35,1,75,212.8522467631378,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
706,59.6,3739.8,0,75,158.87281035795888,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
707,104.65,2964.0,0,67,278.96039603960395,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
708,75.3,2263.4,0,65,200.72353389185068,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
709,80.1,2211.8,0,67,213.5186595582635,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
710,19.55,19.55,1,74,52.11348057882711,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
711,81.0,1683.7,0,72,215.9177456207159,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
712,24.7,1519.0,0,77,65.84158415841584,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
713,86.0,1164.05,0,72,229.2460015232292,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
714,25.4,1710.9,0,75,67.7075399847677,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
715,89.15,4245.55,0,79,237.64280274181266,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
716,58.25,4145.9,0,72,155.27418126428026,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
717,85.65,2664.3,0,66,228.31302361005334,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
718,50.35,1277.5,0,65,134.2155369383092,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
719,80.35,5589.3,0,66,214.18507235338916,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
720,20.2,34.75,0,77,53.84615384615384,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
721,20.55,1305.95,0,68,54.77913175932977,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
722,85.95,381.3,1,65,229.1127189642041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
723,45.35,141.5,1,73,120.88728103579588,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
724,94.5,3105.55,1,69,251.90403655750188,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
725,21.25,204.55,0,67,56.64508758568164,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
726,26.25,605.9,0,67,69.97334348819497,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
727,80.85,356.1,0,80,215.5178979436405,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
728,91.7,2758.15,1,80,244.44021325209442,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
729,74.2,4805.65,0,67,197.79131759329778,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
730,87.25,3941.7,1,72,232.57806549885754,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
731,20.35,92.75,0,73,54.246001523229246,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
732,75.5,1901.05,0,74,201.25666412795127,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
733,79.05,5730.7,0,79,210.7197258187357,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
734,90.15,2423.4,0,73,240.3084539223153,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
735,50.6,1653.45,0,65,134.88194973343488,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
736,110.45,3327.05,0,79,294.4211728865194,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
737,101.0,7085.5,0,79,269.2307692307692,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
738,79.35,3344.1,0,65,211.51942117288652,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
739,89.85,6697.35,0,78,239.50875856816447,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
740,65.0,2879.9,0,75,173.26732673267327,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
741,80.45,137.1,0,70,214.45163747143943,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
742,98.55,1008.55,1,75,262.69992383853764,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
743,24.1,1551.6,0,75,64.24219345011424,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
744,44.05,202.15,0,76,117.4219345011424,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
745,110.8,7882.25,0,72,295.35415079969533,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
746,114.95,8196.4,0,69,306.4166031987814,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
747,75.05,202.9,0,69,200.05712109672504,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
748,19.25,855.1,0,76,51.31378522467631,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
749,90.05,5817.0,0,78,240.041888804265,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
750,56.7,1652.95,0,68,151.14242193450113,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
751,80.15,5600.15,0,65,213.65194211728866,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
752,71.35,515.75,0,78,190.19421172886516,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
754,90.35,190.5,0,73,240.84158415841583,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
755,98.55,1842.8,1,72,262.69992383853764,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
756,19.7,1253.8,0,71,52.513328255902515,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
757,19.85,57.2,0,78,52.91317593297792,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
758,85.9,1269.55,1,66,228.97943640517897,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
759,90.35,6563.4,0,78,240.84158415841583,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
760,20.8,20.8,0,76,55.445544554455445,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
761,89.25,1907.85,1,72,237.9093678598629,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
762,70.3,208.85,1,73,187.3952779893374,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
763,66.85,4758.8,0,75,178.19878141660317,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
764,19.9,1292.6,0,74,53.04645849200304,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
765,35.8,363.15,0,76,95.43031226199543,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
766,78.85,1600.25,0,68,210.18659558263516,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
767,20.4,275.7,0,66,54.379284082254365,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
768,74.25,3089.1,0,70,197.92460015232294,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
769,64.8,1175.6,0,65,172.7341964965727,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
770,20.45,237.3,0,73,54.51256664127951,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
771,93.35,1444.65,1,68,248.8385376999238,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
772,19.9,19.9,1,76,53.04645849200304,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
773,88.9,454.15,1,65,236.97638994668696,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
774,95.8,3036.75,1,76,255.36938309215532,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
775,110.65,8065.65,0,79,294.95430312261993,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
776,40.3,92.5,0,69,107.42574257425741,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
777,82.0,184.65,1,78,218.58339680121856,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
778,107.0,6152.3,0,77,285.2246763137852,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
779,45.35,89.5,1,70,120.88728103579588,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
780,73.35,5154.5,0,71,195.5255140898705,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
